CustomerName,StreetNumber,StreetName,Zip,DOB,Savings,Checkings,CreditCard,Pin
Dolley Borgnol,7,Anthes,601808,311522617000,$17267.29,$87100.62,5048374313744247,6189
Baron Lazer,55146,Thackeray,6005,1198427277000,$77382.95,$47145.72,5048379253338942,1651
Rosaleen Cufflin,49,Loomis,,1318636874000,$30123.11,$65545.65,5108753240521561,6554
Egor Merrill,873,Golf View,,-132350879000,$63142.66,$74046.91,5108754141112799,2482
Tildie Fowden,579,Hollow Ridge,,1388407736000,$85025.45,$28689.25,5048375647973881,8906
Etheline Mowat,9633,Clarendon,353356,15092686000,$99155.29,$48611.30,5048375501162944,2071
Kelsey Labes,02434,Tennessee,386-0404,286997857000,$93989.85,$47192.57,5048379148586077,4433
Bili Uden,2,Tomscot,,1639985905000,$48468.68,$29290.64,5108755877456995,2090
Brandi Bandey,32,Bultman,,1371979412000,$676.47,$21845.20,5048376403207597,5760
Thorn Radclyffe,1,Anniversary,3318,1451850574000,$21736.15,$74364.34,5108750639449222,1372
Alwyn Tratton,43482,Everett,38-411,-2505260000,$85545.84,$43426.79,5108756227688402,8557
Davy Knatt,39591,Novick,,275367046000,$15931.86,$13439.08,5048378035231953,7650
Chelsea Malbon,90056,Riverside,29755,283040166000,$37315.16,$68476.63,5048371824944662,6124
Katey Hurren,81656,Blue Bill Park,5609,1218767117000,$91138.58,$24273.08,5108759362954613,9488
Ludvig Brittin,3,Tony,9073,1272619517000,$82974.57,$45510.93,5048371102327523,6934
Kennith Ivanishin,44,Autumn Leaf,,727027776000,$46315.55,$16005.15,5048376876004299,8363
Lela Reiach,27458,Eagle Crest,,-173430256000,$18575.91,$23657.87,5108756717525619,4643
Ryan Yonge,3,Logan,655752,1137997893000,$21234.40,$56299.64,5048377184340821,8136
Gabie Carden,63,Rigney,614524,1206240662000,$29621.18,$7711.69,5108759282171181,6412
Zed Ripon,30,Truax,,959146878000,$42556.62,$53500.15,5048370643675341,7203
Jaimie Radbourn,894,Maywood,88385-000,340726890000,$53024.89,$63128.38,5108752997573684,7504
Orton Coppins,51236,Havey,91049 CEDEX,668817168000,$43871.54,$15351.56,5048378993089328,2050
Karina Heathcoat,45,Monterey,84-353,-401297084000,$85.06,$97193.79,5108754683541843,9487
Dolorita Winny,6,Schlimgen,,-154110210000,$1555.72,$14124.41,5108756680211254,3750
Emilia Poltun,57143,Graedel,252 46,1311205985000,$68026.83,$46761.53,5048374322533078,7476
Bette Rosewall,529,Veith,,1254546104000,$11819.25,$43017.96,5108751865201121,7837
Lenora Clemenson,5203,Iowa,,1195034967000,$15043.62,$84453.77,5048370899661037,1138
Tilly Manley,24,Rockefeller,,-191831599000,$96542.65,$64623.43,5108753470067236,5836
Sonnie Kording,5,Kinsman,,1369023540000,$4353.22,$53327.59,5108752927900403,2093
Kai Arnell,8,Hollow Ridge,42-293,747914182000,$1915.69,$37855.89,5048378651314083,3140
Lindsey Beernaert,769,Cardinal,,-196606355000,$30511.92,$35450.62,5108757835206264,8846
Hetty Kelly,0,Upham,,180892051000,$80773.70,$75924.33,5048371848637730,1422
Myer Coopper,32815,Eggendart,,1511511929000,$37290.99,$93909.33,5048373132042940,3971
Benedicta Edghinn,3,Washington,,-574615637000,$57639.68,$5435.26,5108751344874662,7967
Babb Yuill,71639,Londonderry,,796444804000,$84468.38,$74716.57,5108753947972158,7813
Lolita Behling,7277,Transport,740,-261977982000,$1881.96,$28737.18,5048374988700847,9122
Sophronia Bertwistle,06,Paget,4830-264,900712333000,$53333.93,$98325.54,5048377305311685,3951
Puff MacGuigan,93388,Brickson Park,,656073532000,$91840.57,$21797.98,5108752704728522,9147
Seana Lonergan,5864,Parkside,251017,888734883000,$94115.89,$41228.22,5108750643426919,1034
Lisha Geffinger,725,Hauk,,-98381711000,$7935.99,$72670.90,5108752103298788,4827
Alfie Gowthrop,4,Laurel,,-308370682000,$19666.28,$75187.45,5108753813598574,7268
Grace Bleas,0,Schmedeman,,-208952219000,$20206.97,$36684.42,5048377679277892,4481
Gerik Rider,60224,Upham,,1556513021000,$1669.53,$65675.50,5048379658829248,1512
Brooks Wackly,86898,Golden Leaf,628251,1102531970000,$94267.94,$97564.09,5108752136182520,9120
Brok McPhail,4,Warbler,,-603640105000,$90328.78,$27622.63,5048371786034189,3665
Laney Rawsen,9,Wayridge,68239,606176160000,$57296.13,$50053.00,5048377166404983,6297
Brew Ruddiforth,442,1st,10160,1326611825000,$89081.62,$69629.79,5048377375817181,5420
Ilaire Hobson,230,Armistice,,1196274366000,$741.92,$13909.41,5108750473839066,7839
Christoper Storch,7616,Pankratz,346516,445505387000,$39041.57,$43924.78,5048376230520238,2487
Peder Birden,99,Talmadge,422338,46908656000,$212.37,$43082.01,5048376825631424,8593
Debor Beach,6,2nd,,442815317000,$48152.21,$42007.72,5048373869621239,4549
Alis Woolmore,1428,Oriole,,360946499000,$59304.47,$75094.41,5108750018005363,1873
Rodi D'Onise,4588,Calypso,,889848381000,$18223.16,$11751.11,5048376078655971,1121
Carmen Pyburn,71,Kenwood,7005-724,71395532000,$90990.36,$78992.35,5048376724040388,2422
Wendell Colum,30,Moose,,400972066000,$91468.90,$59032.02,5108750757315361,3818
Eleni Rawll,79,Coolidge,142817,51058419000,$1847.98,$18042.39,5108750600174924,4919
Tremayne Botha,16,Springs,,-115571159000,$19268.79,$31358.73,5048377433861908,1089
Garreth Marshfield,0949,Magdeline,,330535241000,$57501.47,$44030.34,5108756985188546,6174
Evin Piesold,4198,Daystar,93154 CEDEX,1237949437000,$90320.20,$22650.38,5108755537926098,6321
Estele Flockhart,3489,Monument,,-86956860000,$49596.95,$60193.20,5108755408088747,3845
Hyacinthia Ondricek,804,Waywood,9025,-473551809000,$24467.39,$32330.26,5108757719583440,4979
Sherlock Fellon,8,Hanover,06004,-399149632000,$10745.83,$38493.84,5108755809183659,7876
Alfy Garley,9,Bartillon,,502856709000,$6168.04,$53032.37,5108759586651268,7403
Jeni Sango,26096,Brickson Park,14058 CEDEX 4,-58959020000,$52875.28,$41795.41,5108751751332766,9962
Adrien Davion,7154,Hooker,4332,-372836407000,$3665.79,$37136.86,5048375720108132,3008
Clo Chantrell,49192,Novick,103 50,-354289801000,$50843.84,$98919.89,5048376692970400,8082
Amerigo Lawerence,20,Butternut,68144,952844706000,$13260.05,$58400.82,5108759328340048,4291
Kynthia Newlyn,1206,4th,67190,643775397000,$92311.34,$59897.65,5048375200570819,7457
Celka End,2,Corscot,5204,-217739275000,$76981.29,$36487.43,5048370613937986,4122
Courtney Hawkins,82,Continental,,872154274000,$60627.92,$79345.07,5108755109651884,2445
Koo Spino,80280,Old Shore,5963,693727461000,$62752.22,$8892.51,5048379466745594,8777
Kelsy Sample,6179,Cody,,1040138947000,$7364.11,$74729.52,5108755624196803,4555
Codi Liddall,53132,Upham,42-125,1171738891000,$17858.52,$66048.91,5108759037541134,7497
Nowell Berthouloume,35,Northland,,204652968000,$55706.85,$21904.92,5048372610515179,4342
Celesta Micklem,81511,Hooker,,89618750000,$54520.57,$65700.32,5108754092388075,4658
Denys Webb,52826,Mifflin,,-544699232000,$76775.44,$31137.03,5108750278892823,2723
Celestine Bianco,6690,Union,,1383780442000,$86127.16,$97923.79,5108752355085594,6738
Karee Charnley,292,Debra,,-173396120000,$93757.51,$70923.60,5108753525866814,9535
Marga Thomann,8334,Northland,,180465658000,$41039.96,$38557.12,5108752043464557,9655
Chaim Kytley,19768,Eggendart,79632,-303963151000,$65825.52,$83332.11,5048371825762451,6629
Jesus Blues,90315,Shelley,,1349379780000,$84694.52,$41052.35,5048371763609888,1752
Bentley Moakler,4,Melrose,,1321429239000,$23004.58,$56025.67,5048377358509193,2720
Corby Postin,26,Bonner,2300,750650426000,$82530.89,$82640.62,5048372804191977,5493
Fabien Bannester,5,West,,894494500000,$99277.11,$46215.90,5108759476930061,1034
Anjela Betje,4544,Harper,,509075509000,$46608.35,$42658.05,5048373063522134,2636
Arney Poynton,640,Mockingbird,,196185535000,$14452.83,$62545.75,5048373071026755,8059
Mart Mullord,90,Cottonwood,3800-716,-295990058000,$11678.77,$84731.43,5048378092442352,1232
Dulcia Risman,1,Mayer,70000-000,1582204165000,$81823.30,$60735.37,5108755327874763,6098
Mirella Garrigan,6195,Sunfield,73216 CEDEX,-273526497000,$54828.16,$48484.88,5108751063084808,7078
Jasmine McMorran,7452,Russell,,-53145721000,$44389.25,$81371.94,5108758587720148,2236
Myrna Bernolet,21,Forest,253027,527177012000,$12513.38,$85558.43,5048375641945356,3507
Roxanna Benns,87,Iowa,,-151196297000,$60468.04,$58499.31,5108755548048908,7759
Kearney Woodsford,77621,Stephen,705079,1620955120000,$80235.16,$71407.71,5108750452961782,5068
Kory Pic,68211,Cardinal,14-210,-530290795000,$4482.50,$32276.64,5108751441074810,6852
Renard Tesdale,78,Corscot,,-599884785000,$31077.08,$81930.63,5108759674201984,2117
Alfred Marder,45,Sachtjen,,433427758000,$42468.21,$45103.55,5108751554940096,5718
Rochester Morcombe,63075,Colorado,84-217,-417159562000,$15647.69,$46863.91,5108757460812972,6240
Ermengarde Seth,38,Springview,,-119925260000,$95475.92,$84999.15,5108758732851913,2494
Karoline Hexum,95417,Kedzie,901993,114547000,$73469.29,$7914.13,5048375355647206,9008
Rosaline Sommerfeld,15,Rutledge,606085,445851415000,$37987.70,$14616.11,5048377716140988,7298
Jameson McRoberts,746,Bluejay,32-851,877156359000,$85869.88,$9384.87,5048379090592339,5845
Katherine Colecrough,6,Northview,,1211042930000,$82738.48,$895.57,5108752155273028,3348
Eyde Hay,537,David,,-451023487000,$74666.54,$35417.67,5048375906234645,6846
Celinda Whaley,601,Homewood,,423273663000,$47568.82,$63231.41,5108751893570331,4124
Cord Brickell,45598,Lake View,,1153043475000,$36483.99,$77967.38,5048371825817578,7777
Charlene Rubery,1589,Elka,,491467942000,$61921.94,$40255.56,5108751928291838,3449
Nissie Ianiello,891,Bashford,,-192510715000,$8357.23,$23121.64,5048373613932346,7372
Lida Reardon,4101,Cambridge,,728758749000,$22018.77,$45436.67,5108759892784464,4517
Tad Greensted,88302,Rieder,,481408415000,$87870.36,$87.99,5108752661719985,2607
Wilfrid Middlemist,43219,Rieder,,-392065949000,$37001.43,$22156.18,5048370465752376,3384
Corty Hellmore,7772,Judy,,-277682900000,$23899.09,$99790.03,5048378787807067,7571
Dorian Marte,3917,Summit,389 01,429630694000,$80358.67,$52858.03,5108753464112337,6968
Dorice Jennions,96329,Village Green,,-465491623000,$49469.61,$75186.20,5108755414376300,6211
Starla Lenton,14139,Meadow Vale,,802089077000,$30880.42,$26075.61,5108757876118345,2973
Ulrika Valentin,6631,Chinook,,321742088000,$38251.42,$80300.10,5108756482424626,1536
Pincus Elie,1339,Longview,,-575044120000,$86990.50,$82838.90,5108758403144366,6063
Viviene Chasmoor,5,Village,,-613688389000,$44216.39,$63021.05,5108759418364585,5690
Geri Howard,9,Havey,,1309754318000,$93066.17,$6219.69,5108750909615650,2504
Charlean Sennett,1900,Golf,2436,337001421000,$20369.71,$87266.42,5108750905335428,4347
Derward Cashin,48,Red Cloud,,1585893639000,$76723.95,$10475.09,5108757842162856,9806
Erin Stouther,20,Westerfield,,335536020000,$81325.63,$6554.86,5048379175647644,5841
Marianna Sokill,01976,Grover,,203134288000,$97975.93,$74906.21,5048373600283570,9495
Russ Ridhole,26,Rockefeller,,1371556798000,$56758.56,$51057.28,5048379797768026,4744
Maud Durnford,8001,Fremont,520-0111,304045866000,$60187.20,$55536.55,5048372679812913,9592
Nevil Rodwell,485,Saint Paul,,123285511000,$71464.53,$54994.85,5048374989515269,9296
Iseabal Liptrod,5390,Amoth,10260,777589202000,$25661.38,$40710.61,5108756552122076,6471
Laurel Wrates,7,Arapahoe,03011,970117444000,$72707.53,$43915.97,5108753353655982,3665
Pat Cranefield,0456,Anzinger,89000-000,533453966000,$36524.75,$43881.08,5108759283664085,9506
Nananne Chappelow,84216,Amoth,675029,-24628452000,$94274.13,$58268.55,5108758078723775,6123
Morgana Shackleford,17,Leroy,,374505734000,$51711.30,$60194.15,5048373818853297,3321
Luce Martinetto,4,La Follette,642 82,346499368000,$88185.46,$76498.95,5108752155234863,4212
Arabele Shillingford,58399,Ryan,17250-000,-213030714000,$80605.39,$40550.45,5108752029883218,9912
Kristos Yakushkev,0,Pennsylvania,,595272132000,$59843.53,$98157.48,5048374822473320,3800
Jedd McWilliams,4617,Sommers,,-578927858000,$15970.31,$14761.45,5048373718623576,5496
Benita Albutt,046,Laurel,9928,1068583043000,$77690.30,$91580.71,5048378985482762,9127
Nikolos Tofful,37,Nelson,2307,978029683000,$61496.27,$25962.04,5108750279003628,6762
Winslow Ladell,69,Daystar,,-218551029000,$69536.27,$17349.20,5108756505284601,3891
Isacco Kays,1123,Magdeline,00928,-104712238000,$37805.40,$38178.61,5048378884294714,2789
Basile Stuther,9833,Ridge Oak,,692399189000,$74462.54,$25968.88,5108755896852844,4378
Ashleigh Windsor,751,Huxley,,-347349684000,$7638.16,$49725.83,5048370911679918,1641
Averil Gooderridge,1,Bartillon,2604,1480601710000,$3417.53,$68684.75,5108758179569127,1690
Scarlett Dymick,04,Springview,34000,1012868017000,$61940.83,$98769.65,5108751038237432,2656
Kylynn Castagno,8254,Sachtjen,,1503002555000,$63994.15,$33775.97,5048375492443048,2541
Dougie Amori,5189,Summerview,501-4455,614329094000,$98487.30,$46552.99,5048373312674181,6698
Barry Benbrick,2,Vera,,-621489552000,$99428.40,$29625.59,5048376995824494,8279
Sharla Ridsdell,21640,Bultman,592 13,139308555000,$28286.21,$10058.78,5048376807999096,5430
Paola Ungerecht,66,Florence,,332071991000,$49334.69,$27901.75,5108753345675197,5883
Eadith Le Houx,38616,Menomonie,,1436265839000,$54180.17,$52100.45,5048371419788060,8802
Berny Metcalfe,1,Lillian,661 24,-619817650000,$9846.81,$35850.66,5108756416992375,4681
Clifford Boyles,00,Fair Oaks,606231,-70488658000,$27468.30,$96002.88,5048375110405775,1671
Peadar McCurtin,39,Steensland,,392039544000,$48659.88,$40463.36,5108751793851682,3952
Maximilianus Bream,286,Pierstorff,4809,285259004000,$405.92,$13194.74,5108755793774612,8107
Spenser Isac,3,Michigan,,443534821000,$57820.80,$51226.59,5108755790231798,3719
Eugine Bold,2431,Pepper Wood,403772,1104936286000,$34306.53,$9268.46,5108754704510892,2368
Rachel Silverston,54876,Thompson,1110,502040015000,$90090.12,$99727.34,5048375442164884,1502
Ethelbert Kerley,235,Mccormick,,1619067042000,$21973.13,$37629.34,5048378557328484,9265
Corie Granleese,07,Novick,20184 CEDEX 1,202780416000,$47527.91,$66342.10,5048377218241235,4926
Merrick Cheal,27,Park Meadow,,1482201767000,$50322.78,$44734.30,5108757432393499,8876
Kirstin Jeanon,1,Alpine,96710,1216620901000,$66751.23,$95132.90,5048372523103857,8896
Devlen Gateshill,85,Gerald,,167204619000,$58238.42,$4779.41,5108759681749934,8258
Alexandr Findon,34877,Barby,,-483981522000,$89342.00,$98310.82,5108753447413620,3798
Ray Presdee,24,Bunting,,31411190000,$77.69,$83332.76,5048375475383690,3837
Rodina Mallabone,88658,Nova,,-173833671000,$81141.47,$99106.09,5108758768413026,5405
Andy Pashba,7,Dennis,2425-839,56863614000,$10998.22,$28371.59,5048370282052745,4771
Edgar Cremin,529,Hazelcrest,2509,737362736000,$17039.89,$16940.11,5048376673540461,2245
Joyce Dummer,40573,Bay,,186418495000,$84889.83,$28488.48,5048379095555992,7431
Louella Hamshaw,4376,Springview,594 53,91020984000,$7123.15,$86578.19,5048374350453678,8433
Marcella Kalkofer,1,Doe Crossing,06357 CEDEX 4,-203456260000,$40141.68,$90144.05,5108755386374283,8136
Junina Itzakovitz,45897,Fuller,,951978541000,$880.43,$81103.06,5108756826071885,3613
Sherline Scheu,68622,Marcy,431107,232436113000,$89193.18,$2501.49,5048373130316338,7431
Boot Keets,2,Hoepker,,423027300000,$15255.51,$50363.64,5048378204645066,7479
Haleigh Knell,533,Lyons,5029,1355250508000,$44589.89,$75601.11,5108754343659126,4520
Shadow Birkenshaw,8131,Caliangt,33140,1523952709000,$61663.46,$29305.06,5108759625878104,1501
Odie Attreed,8036,Annamark,,1190135780000,$79105.72,$45445.99,5108751229520604,8088
Ephrem Schorah,97,Ryan,,-622968284000,$40370.69,$88018.07,5048378123607130,1913
Linette Dann,025,Pawling,,-330458853000,$57853.41,$25952.47,5048376441276612,5855
Paolina Wayon,925,Fairview,,1439412659000,$98247.70,$40820.21,5048376831629438,7322
Melina Mucklow,88428,Elmside,11803,159247929000,$25951.99,$30652.10,5108759810179169,2776
Vittorio Cortin,6416,Blackbird,357560,826783109000,$42398.65,$27672.24,5048379621141713,8206
Elizabet Castagne,9855,Shopko,,-419851270000,$32821.40,$65794.34,5048370016485906,4951
Berni Caulwell,017,Dexter,186806,-459692082000,$47485.72,$50575.71,5048372492485285,2510
Gale Jaulmes,3030,Roxbury,30414,974754979000,$14821.40,$57147.86,5108756288454611,3140
Dannel Coghlan,5,Bonner,360 01,1256416239000,$88372.21,$49393.98,5048373708676071,8306
Janel Ballaam,65811,Dakota,,685487232000,$33246.40,$33799.34,5048374799514775,6711
Ludovika Bart,1,Namekagon,,-138996022000,$59296.61,$47416.21,5108755893749241,3197
Othelia Dyas,91,Bobwhite,,563282073000,$46624.86,$63933.68,5048377193791667,4874
Saree Janas,3927,Pankratz,,886522965000,$59278.63,$61113.93,5108755888028650,4231
Torrie Spencock,69886,Schurz,1738,-155466266000,$54154.11,$78927.03,5108757611809026,4214
Buckie Gemmell,67546,Maryland,83164 CEDEX,1059118319000,$35439.23,$95615.46,5048378044731571,3026
Laure Sutherns,97,Northland,44804 CEDEX,1414937003000,$97471.45,$4718.63,5048374125038358,5578
Ludwig Sawers,5773,Merry,,376284235000,$57339.82,$4656.04,5108753527880508,7045
Kellen Danbye,310,Maryland,,582174707000,$17946.42,$88841.96,5108759024916828,9662
Gabbie Fronsek,4749,Grayhawk,,-459874173000,$57536.57,$25156.45,5048370107779852,6753
Craggy Marson,08,High Crossing,,-495879938000,$55539.05,$71805.66,5108757290926752,8745
Joya Sandwick,6,Grasskamp,,1408723081000,$52759.83,$23675.95,5108751077160123,8046
Vladimir Patching,1,Summerview,360-0201,95598707000,$76741.92,$78402.50,5048370053604997,4704
Ryan Saltmarsh,9,International,,1405850686000,$4554.88,$80481.81,5048374701496004,5350
Pepito Crassweller,30,Pierstorff,8418,-529427386000,$31381.00,$40680.80,5108750602990830,4037
Berke Gerrill,7213,Riverside,36120,852059226000,$25859.10,$82127.73,5048374010910273,3726
Alika Larraway,6207,Warner,55920-000,356838359000,$82355.18,$24183.23,5108756420528884,3050
Deerdre Sachno,67181,Pankratz,4064,963063510000,$32051.51,$89731.77,5108759491188778,1941
Amby Bridgen,2,Mcbride,361366,1561874530000,$64497.42,$90080.69,5108754261614095,5117
Jessy Cowup,22084,Debra,,-485614682000,$54191.77,$80770.22,5108755966348459,6640
Amaleta Kinnach,52,6th,6012,1308496807000,$86112.23,$50409.64,5048370623831617,8612
Vinnie Dunley,58410,Lakewood Gardens,51120,-353230613000,$57070.14,$35572.40,5108755501638943,4577
North Johnsson,384,Veith,8284,856491832000,$33060.28,$22274.98,5048379593423180,8478
Marshall Munby,9,Vahlen,33394 CEDEX,144617511000,$99060.71,$51700.01,5108750614768026,8331
Urbanus Cahey,6530,Mccormick,,1382046788000,$35097.76,$76821.13,5048371530986973,5964
Eden Ruger,40,Iowa,76152 CEDEX,-278198686000,$44432.52,$28292.31,5108759653435165,9613
Quent Oxe,9142,Paget,2415-177,-509835630000,$24999.12,$40489.19,5108752626987651,4962
Robbin Bolle,74,Lien,,1355163980000,$16432.00,$1385.46,5108756456144721,2589
Koralle Mabbe,1167,Rutledge,50009 CEDEX,284789805000,$95807.13,$2114.80,5108755966469834,6877
Maxwell Chelnam,7,Kenwood,,1444250301000,$48841.70,$45384.55,5048379763365716,5050
Maddie Jacqueminet,0,Iowa,21210,1062349637000,$31546.03,$11387.03,5048375248960360,7551
Kaile Grindlay,752,Schmedeman,,995189166000,$64564.06,$33543.38,5048377758338391,5208
Russ Keeble,04,Talmadge,5706,751269099000,$59650.12,$81996.60,5108757167900476,1249
Vi Stobart,5894,Jenifer,,-27104707000,$66851.60,$21974.24,5048376132814820,1518
Matteo Feaks,82,Thackeray,,-211548466000,$33281.86,$2771.16,5048376033550051,7814
Etty Gowar,2401,Park Meadow,,1640347360000,$4962.98,$46639.17,5108756398321957,4638
Morna Joscelin,6,Jackson,97864 CEDEX,1540438723000,$42218.88,$65840.71,5048372853622740,1832
Roda Bewsy,30662,Marcy,,-302284620000,$38071.65,$66540.84,5108752629518354,4597
Bruno Wyndham,006,Mallory,25117 CEDEX,-589603521000,$86569.04,$75150.40,5048376688746228,9812
Quincey McCarter,6657,Randy,94330,558008307000,$8301.28,$74482.06,5108754272793219,5259
Jocelyne Pitkeathly,8473,Melby,344-0061,843827999000,$31580.11,$30156.31,5048376898841173,3898
Issiah Portugal,8,Loftsgordon,8365-059,-576597919000,$45815.67,$28143.24,5048375959458372,6229
Catlin Whitwell,35,Moulton,633411,1041137048000,$63867.24,$61192.84,5048374825574132,8289
Vinny Beauly,73,Ramsey,,-421969321000,$45170.05,$69991.56,5108758454461925,7579
Caitrin Hansed,9,Sherman,,29583985000,$76466.97,$26420.69,5048378408643842,6354
Horatio Danbrook,0,Shelley,753 62,236138523000,$77059.46,$20704.88,5108751525988984,8295
Timi Raycroft,0899,Boyd,,1131225100000,$49099.93,$46007.88,5048372852202676,4572
Constantino Ilewicz,9,Banding,,1022505879000,$22442.94,$3909.49,5108755718445983,7642
Willow Valerius,73839,Melody,,-298348110000,$58974.07,$11179.63,5108756776363688,2925
Nicoli Matzl,9357,Vahlen,47239,904232292000,$98219.75,$2682.36,5108753123813796,4703
Tarah Wiz,9984,Grim,147 00,229561703000,$44497.40,$8707.25,5048377248868502,6564
Ferguson Ciardo,306,Cottonwood,,120912321000,$61631.21,$34643.51,5108750907038426,5460
Millisent Elfitt,1,Sunfield,62-085,1524636017000,$6283.63,$38280.36,5048372860380365,4853
Rustin Sellers,35572,Kropf,35400,146005359000,$4287.44,$81744.16,5108750230185431,5356
Liliane Folonin,178,Delaware,,-180531889000,$60684.04,$70828.56,5108759146510376,7365
Katie Detoc,0,6th,,814689773000,$29056.97,$16246.19,5108758747105396,8148
Lezley Swindon,10210,Laurel,63520-000,-468585176000,$99376.33,$20717.15,5108758187274751,2615
Willi Valentetti,21639,Chinook,,1055031508000,$23284.45,$41570.45,5048377927291422,1410
Alanah Sollime,8,Loeprich,,712330662000,$55117.26,$79934.64,5048376169313779,8600
Becky Cowle,0,Ridgeview,,676598373000,$14457.55,$55771.50,5048379773560207,2497
Sorcha Pachta,09,David,95128,-228746859000,$12161.69,$58020.15,5108754515190454,1814
Katharine Woodyeare,541,Thompson,301477,-475621576000,$12369.64,$81858.31,5108753268756248,4006
Douglass Janatka,667,Farragut,74-320,705647920000,$24411.65,$47934.66,5108754354538144,5004
Claudell Gotcliff,383,Boyd,,1407805896000,$35507.26,$98708.62,5048379583234142,6585
Burgess Spender,720,School,6813,565521630000,$30655.09,$33950.08,5108750576343438,3934
Alexandros Le Pine,8837,Oxford,,472051033000,$7938.11,$5574.04,5108758335949023,1185
Tommi Maudett,6607,Anzinger,,1409500384000,$89409.99,$47836.58,5108750540166899,1307
Selene Morsom,4412,Jenifer,39818-000,1271971861000,$40783.07,$64826.50,5048376438081256,5980
Marjie Muneely,43669,Artisan,,930693613000,$92663.44,$96354.43,5048375670639342,6700
Kathie Chadney,959,Carioca,8230,1368032926000,$25767.99,$88864.30,5048379299622887,2465
Marcellina Druitt,4,Eastwood,4615-099,903373061000,$85175.48,$73848.04,5048377951082937,2295
Rochester Rossin,49,Burrows,,280204541000,$34596.95,$47170.25,5108753515570640,4830
Gertrude Maudsley,573,Division,1161,756690534000,$21610.50,$28498.30,5048374492778339,5213
Benyamin Do Rosario,50554,Roxbury,,417053356000,$85955.40,$9175.59,5048376171228924,1184
Tildi Westmancoat,22073,Mcguire,,905191730000,$76191.91,$18738.60,5108751729301992,7427
Annabela Dufton,92,Bellgrove,4600-661,100190674000,$72576.04,$85411.16,5108755173377481,6776
Mable Enright,95,Golf,,234806521000,$82428.38,$8449.45,5048378536749859,7820
Leland Gentile,849,Lindbergh,342 80,-540899243000,$65006.30,$30003.64,5108751034679645,2323
Tara Averill,76,Knutson,57990,414456296000,$36023.57,$62016.91,5108753255159307,6562
Genevra Lacey,7147,Steensland,14815-000,64888326000,$64451.80,$76166.43,5048375920511077,7970
Myrah Kinnar,01457,Mesta,197-0834,-393069937000,$32162.51,$9018.82,5048379826155906,5354
Aeriell Kibbel,24,Lillian,6090-215,-544527125000,$29919.35,$10989.46,5108758252709806,7463
Gil Calveley,185,Scoville,366502,758718825000,$63628.16,$22042.04,5048379582097300,5918
Dun Oldland,238,Orin,,-52731345000,$7064.63,$89477.84,5048379558071917,8660
Kirsti Ellice,8280,Cordelia,22-672,-547295231000,$31042.88,$51138.06,5048371662636917,6966
Phebe Rabbitts,13133,Burrows,,-298020211000,$91482.35,$64723.17,5048377358002223,8138
Raleigh Agnew,5,Novick,4312,833002684000,$78802.54,$53794.92,5048370518269816,8049
Charmine Saben,8607,Mariners Cove,351 06,192250491000,$54017.57,$44109.18,5048371513392116,1118
Samson Jurasz,4,Spaight,,263726802000,$25390.27,$93730.73,5048375144227583,1326
Maureene Gouldstone,002,Tennessee,181000,774812072000,$69059.08,$17558.37,5108759264650848,5203
Constantin Hindsberg,3,Bobwhite,,-91955131000,$41222.94,$90931.60,5108756171660118,2238
Joycelin Papaccio,49805,Wayridge,671410,27127055000,$68382.15,$52018.82,5048370538235011,4019
Sianna cornhill,205,Brown,,208147383000,$77113.22,$12035.82,5108758870768457,8916
Mike Skedgell,464,Goodland,215723,1560433345000,$27452.38,$64119.70,5048371920942222,7482
Petra Mobbs,98,Becker,135 22,1406733427000,$96012.56,$4814.49,5048371099348904,8664
Euphemia Folshom,7,Blackbird,,585819588000,$24000.01,$20333.49,5108751295805574,5346
Jerrome Lutz,0949,Esker,,80182711000,$55809.66,$94290.04,5108758077825316,8865
Maybelle Chisholme,3,Bonner,357937,-269646470000,$68058.38,$87166.11,5048375991159988,4263
Yvon Blenkinsop,3651,Saint Paul,,45677537000,$18852.40,$86493.41,5108756355906782,1281
Francesco Tankin,24,Darwin,62-090,-459091859000,$30196.45,$81497.64,5108756651432988,8936
Fitz Nyles,0,Butterfield,76-230,386068973000,$78790.96,$7722.81,5108753223650817,4584
Nye Staig,17481,Bartelt,,674042913000,$9599.40,$98319.23,5048378040143318,4869
Nealon Farey,63,Anthes,,-11528051000,$21309.02,$2839.45,5108752110411762,6385
Mikkel Danhel,5,Anhalt,2519,-338466197000,$8690.37,$61979.65,5048376173999282,1074
Tybi Hagwood,7103,Kenwood,243429,200826267000,$38631.50,$15600.72,5048379859782246,2144
Nicolea Francescozzi,17421,Anderson,6342,1218739520000,$43790.30,$11417.01,5108755189585549,1954
Rudolph McAnulty,534,Northview,2433,1450029497000,$61573.17,$11982.27,5108750370698508,4413
Redd Filippone,75,Derek,238124,351728821000,$21732.34,$54756.89,5108756374620505,8891
Wilfred Clingan,815,Chive,,1154726616000,$2591.47,$17498.01,5048370432187136,5976
Robinet Castro,050,Spaight,38900,1586310711000,$41494.30,$49986.15,5108758346945069,4480
Chic Newton,0526,Butternut,,-47234845000,$4074.69,$4669.17,5108757002927791,9953
Gerry Stevings,9675,Bay,,1339118560000,$72642.81,$75223.39,5108757642217710,1524
Melamie McDavid,836,Hollow Ridge,39080,352232645000,$19705.12,$48371.58,5048373587469804,3946
