,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerName,StreetNumber,StreetName,Zip,DOB,Savings,Checkings,CreditCard,Pin
438,438,438,438,438,438,438,438,438,Connor Franchi,6587,Fulton,0472,11792526000,75153.53,64729.52,5108757751263976,2183
439,439,439,439,439,439,439,439,439,Ula Yukhnini,89853,Autumn Leaf,331 41,-51889836000,4222.47,60485.64,5108758506632705,3036
440,440,440,440,440,440,440,440,440,Kristyn Calderwood,82325,Corry,,272482290000,48132.7,32057.67,5048378302238285,3219
441,441,441,441,441,441,441,441,441,Vonny Weatherell,45210,Myrtle,,881841131000,55070.38,20495.21,5108752383158116,1512
442,442,442,442,442,442,442,442,442,Ardelle Boom,920,Hovde,,1267297081000,98715.58,35738.99,5048376126042750,6741
443,443,443,443,443,443,443,443,443,Cheslie Pagram,2612,Golf View,,-62999389000,63457.02,4460.4,5048376609130858,9886
444,444,444,444,444,444,444,444,444,Beale Fisby,228,3rd,,1106090417000,30841.62,24329.93,5108755340568525,5190
445,445,445,445,445,445,445,445,445,Leonerd Cathee,31,Golf,9416,1407151219000,67273.6,13507.44,5048375599018156,4914
446,446,446,446,446,446,446,446,446,Mignonne Doerren,15943,Hauk,7209,1158757068000,10230.38,37487.89,5048378526356673,4522
447,447,447,447,447,447,447,447,447,Evangelin Pagram,60,2nd,,866716289000,43795.92,84629.07,5048371873709123,1451
448,448,448,448,448,448,448,448,448,Rona Dacks,969,Green,696 62,1235292974000,63965.87,47576.96,5048374696735176,4946
449,449,449,449,449,449,449,449,449,Patrice Beavan,1298,Tennyson,,1386440025000,23080.29,7572.81,5048376030520792,7435
450,450,450,450,450,450,450,450,450,Magdaia Shuxsmith,695,Eagle Crest,,-123977799000,93372.44,33329.51,5048378014710803,8538
451,451,451,451,451,451,451,451,451,Bealle Rubanenko,93,Melody,692608,381676838000,65495.57,96766.69,5048372569298264,1517
452,452,452,452,452,452,452,452,452,Darci Hunn,63394,Colorado,5150-015,809340720000,27673.42,17182.84,5048370066537317,1151
453,453,453,453,453,453,453,453,453,Gena Samme,64869,Rowland,5608,1560105817000,46827.71,92630.41,5108753542653146,4716
454,454,454,454,454,454,454,454,454,Kimberlee Guyonnet,1,Washington,,1601363292000,8487.58,4363.93,5048370468256060,3204
455,455,455,455,455,455,455,455,455,Nelia California,56,Hintze,303720,-272090943000,96856.04,41981.11,5048370949890933,8364
456,456,456,456,456,456,456,456,456,Lyndell Measey,6771,Carey,802 85,122231918000,92716.25,66216.6,5108759347023369,9730
457,457,457,457,457,457,457,457,457,Nevins Scroggs,48561,Northwestern,27120,712571960000,6345.78,29097.89,5108756655413620,5965
458,458,458,458,458,458,458,458,458,Gunter Dyet,68006,Straubel,,-136596901000,67917.41,1731.95,5048375986717188,5103
459,459,459,459,459,459,459,459,459,Ashley Carbery,38,Warbler,,1618643722000,87721.88,59295.44,5108755326594586,4530
460,460,460,460,460,460,460,460,460,Konstanze Corran,1104,Fair Oaks,42700-000,667234519000,89548.67,11745.6,5108750599217643,7642
461,461,461,461,461,461,461,461,461,Bernarr Scholl,549,Hoffman,613840,910901845000,14353.35,49531.48,5108751664083217,3818
462,462,462,462,462,462,462,462,462,Meagan Glynne,559,Linden,,617038120000,6942.46,98687.64,5048370644671158,1365
463,463,463,463,463,463,463,463,463,Vinny Wormstone,302,Mariners Cove,55810-000,1419389831000,7013.49,44878.21,5048379804323385,9574
464,464,464,464,464,464,464,464,464,Florida Grainger,5,Beilfuss,,1618548552000,35245.79,88493.8,5048374533015022,8090
465,465,465,465,465,465,465,465,465,Gaye Grafom,76,Cordelia,,415626264000,2144.16,18723.12,5048375682363253,3741
466,466,466,466,466,466,466,466,466,Emylee Losbie,5,Harbort,,752924690000,44961.61,82103.19,5108755618491418,9713
467,467,467,467,467,467,467,467,467,Gordon Kernley,249,Rockefeller,2840-707,384890660000,95953.68,87719.17,5048371675111148,5014
468,468,468,468,468,468,468,468,468,Caria Oris,802,Sommers,06004,-575815906000,89209.11,89813.91,5108756154068966,3712
469,469,469,469,469,469,469,469,469,Micaela Rowntree,9908,Eastlawn,59055 CEDEX 1,631211236000,1653.81,29829.34,5108754101093567,1270
470,470,470,470,470,470,470,470,470,Roseline Lorey,29,Debra,,747374091000,41470.48,87184.98,5108754393489754,4325
471,471,471,471,471,471,471,471,471,Beverie Goch,8013,Morrow,,1404864251000,91972.47,25432.69,5048373550870640,2491
472,472,472,472,472,472,472,472,472,Consuelo Navarre,84428,Browning,11247,823287593000,50900.61,75481.33,5108753981386208,7380
473,473,473,473,473,473,473,473,473,Brigitta Giraudot,47,Cottonwood,1041,-385695517000,47009.52,3146.95,5108758472509887,1056
474,474,474,474,474,474,474,474,474,Alyson Cowin,2252,Fisk,,421772376000,68118.16,44740.9,5048370272170770,7513
475,475,475,475,475,475,475,475,475,Caresse Rust,233,Roth,,1406375476000,32279.88,71923.79,5048375343854229,6601
476,476,476,476,476,476,476,476,476,Karena Bromehead,21880,Merrick,16900-000,524875426000,14366.24,99785.97,5048370391618253,6170
477,477,477,477,477,477,477,477,477,Dilly Rubes,1117,Sage,,1477598680000,36490.42,68626.76,5108756681598774,4654
478,478,478,478,478,478,478,478,478,Betteann Laundon,94904,Redwing,,226466032000,44469.2,19624.0,5048378512854905,1809
479,479,479,479,479,479,479,479,479,Bertina Fennell,133,Thompson,70374,1391015034000,53024.06,68685.89,5048372491333064,9660
480,480,480,480,480,480,480,480,480,Wildon Kintish,5681,Superior,403003,684132595000,23709.54,94264.41,5048372769208972,3338
481,481,481,481,481,481,481,481,481,Glen Speight,42,Southridge,V3A,550974872000,48207.73,61442.22,5108753686023262,9504
482,482,482,482,482,482,482,482,482,Vasily Ivanenkov,60,Fremont,6285-105,484149870000,7959.32,59572.01,5048375162801665,5645
483,483,483,483,483,483,483,483,483,Didi Coils,14,Doe Crossing,,1070688894000,4528.76,96815.56,5048376400718828,1653
484,484,484,484,484,484,484,484,484,Ainsley Carder,50,3rd,,-181371185000,67503.52,32659.14,5108756397151975,6508
485,485,485,485,485,485,485,485,485,Skye Tumielli,2218,Menomonie,,27318597000,28270.77,95466.33,5048377156674504,3053
486,486,486,486,486,486,486,486,486,Burg Cranke,5,Sunnyside,,557410997000,49179.3,27408.05,5048374599581099,2120
487,487,487,487,487,487,487,487,487,Hettie Bullerwell,3066,Emmet,27635,279858216000,83924.69,19453.56,5108753397791140,3084
488,488,488,488,488,488,488,488,488,Lanna Dineen,9,Becker,92154 CEDEX,-82166786000,3897.03,56710.95,5108754405750904,8178
489,489,489,489,489,489,489,489,489,Lars Barhem,937,Sherman,34-116,1534198964000,8070.51,65341.33,5108752552123339,6510
490,490,490,490,490,490,490,490,490,Jsandye Quennell,9,Mockingbird,4805-358,69555696000,65021.9,41440.03,5108752441829112,9599
491,491,491,491,491,491,491,491,491,Vevay Llewelyn,23605,Cascade,,797967797000,21454.14,29067.54,5048378107796040,8264
492,492,492,492,492,492,492,492,492,Micaela Robinette,0,Milwaukee,,1637689840000,98987.33,57079.15,5048371323637304,2759
493,493,493,493,493,493,493,493,493,Duky Waldie,553,Graceland,10370,512021216000,78117.77,94498.44,5048373361805140,3984
494,494,494,494,494,494,494,494,494,Renell Harrell,2757,Canary,,-217884163000,72400.41,27439.17,5108754699343390,5405
495,495,495,495,495,495,495,495,495,Kassandra Quinion,9,Fremont,,216676454000,88250.53,7884.82,5048373195512854,6161
496,496,496,496,496,496,496,496,496,Raimundo Pughsley,2073,Cordelia,,453839530000,75654.35,80237.32,5048376921946650,2768
497,497,497,497,497,497,497,497,497,Doralia Gremain,9787,Summerview,31120,1270369124000,45729.21,78530.88,5108752534591595,8841
498,498,498,498,498,498,498,498,498,Marquita Papaminas,30,Bunker Hill,,1072478346000,4422.08,91154.95,5108753719922415,4901
499,499,499,499,499,499,499,499,499,Marten Waistall,29,Continental,,-392164629000,59534.63,26828.63,5048375169115572,3487
500,500,500,500,500,500,500,500,500,Leone Scamerden,76528,Commercial,959-1855,-553042364000,96097.74,57195.16,5048377800564572,8148
501,501,501,501,501,501,501,501,501,Willy Langhorne,64506,New Castle,6185-255,-191561572000,73714.45,71741.89,5108750751481599,5434
502,502,502,502,502,502,502,502,502,Toni Hannant,85,Lyons,17-312,-415005451000,3282.41,21097.27,5108758225962300,1282
503,503,503,503,503,503,503,503,503,Vivie Gasgarth,22857,Derek,10607,-581741903000,42639.51,91711.17,5108759870959088,4138
504,504,504,504,504,504,504,504,504,Anjanette Limming,47,Stoughton,818-0138,547137146000,85052.36,14581.69,5108753097403632,3517
505,505,505,505,505,505,505,505,505,Lion Deaville,1,Amoth,,840709294000,67789.9,75292.75,5048379924342257,8872
506,506,506,506,506,506,506,506,506,Christy Harrowing,5255,Banding,691 06,-591602443000,16137.4,87965.33,5048376540152227,3097
507,507,507,507,507,507,507,507,507,Rip Butten,6722,Carioca,96970,768828802000,39315.72,61004.3,5048376687481553,6508
508,508,508,508,508,508,508,508,508,Lorine Jeves,7,Sullivan,,-544003442000,40839.79,37154.07,5108753302334689,4727
509,509,509,509,509,509,509,509,509,Sadye Jina,4021,Springs,,541198837000,59603.23,24852.72,5048372013654153,7818
510,510,510,510,510,510,510,510,510,Timothee Bohlens,150,Bluestem,,-359257001000,62445.35,26523.72,5048375890471971,5240
511,511,511,511,511,511,511,511,511,Sibelle Raspison,7063,Lillian,84240,1313402252000,95583.98,67684.58,5048371615663992,5323
512,512,512,512,512,512,512,512,512,Karlie Gennings,14,Warbler,,-260335137000,78452.82,88094.63,5048376234148028,9206
513,513,513,513,513,513,513,513,513,Gery Duggan,97,Clove,,1084643210000,39456.85,58493.78,5108752868367760,3649
514,514,514,514,514,514,514,514,514,Clayson McGuiness,4474,Schmedeman,,356965666000,37896.62,29387.47,5048375462245282,3480
515,515,515,515,515,515,515,515,515,Anny Busch,72813,Darwin,,103636752000,63063.49,63175.53,5048374145300945,7984
516,516,516,516,516,516,516,516,516,Giulietta Fishwick,1,Hagan,,-497339860000,33964.87,33642.16,5048374269585248,6859
517,517,517,517,517,517,517,517,517,Gizela McCrae,29,Mccormick,,48098765000,66184.15,49969.14,5108750688964121,3282
518,518,518,518,518,518,518,518,518,Ramsay Dedman,1,Mosinee,78840-000,-459708437000,22361.83,79383.1,5108759812314871,4929
519,519,519,519,519,519,519,519,519,Phillipp Semiraz,0,Manitowish,,839060114000,42131.75,29476.63,5108753442977090,8465
520,520,520,520,520,520,520,520,520,Rosabelle Boothe,11,Boyd,85101,-284350943000,91202.5,38449.19,5048374198097950,5337
521,521,521,521,521,521,521,521,521,Verina Perrat,814,4th,607343,843074029000,43311.72,96318.02,5108751206535229,5434
522,522,522,522,522,522,522,522,522,Devlen Bather,126,Spaight,,996576958000,95410.73,71197.74,5048378296968848,3840
523,523,523,523,523,523,523,523,523,Cristi Linstead,85,Meadow Valley,,-126806910000,32615.82,67682.82,5048373166800916,4246
524,524,524,524,524,524,524,524,524,Renee Brumby,7535,Bashford,,422954239000,74922.04,8694.9,5108758301813179,7455
525,525,525,525,525,525,525,525,525,Sashenka Pietersen,9,Holy Cross,33600-000,652657712000,11699.44,27649.53,5048370673052478,9496
526,526,526,526,526,526,526,526,526,Codee Bould,84,Green Ridge,38-610,787881343000,56227.33,68192.7,5048371691916389,7673
527,527,527,527,527,527,527,527,527,Emmalynn Myner,65753,Jay,347395,1120055712000,89030.83,90935.82,5048379748690121,1613
528,528,528,528,528,528,528,528,528,Corliss Gyorffy,3,Walton,30560,-614253376000,25570.46,84372.42,5108756692728568,5402
529,529,529,529,529,529,529,529,529,Louise Zimmer,8,Everett,,-615355076000,42954.7,5838.21,5108754673309250,5666
530,530,530,530,530,530,530,530,530,Barrie Yantsev,61,Judy,,73431065000,7728.69,89870.9,5108756569103267,9820
531,531,531,531,531,531,531,531,531,Curtis MacGorrie,532,Hovde,,1209547386000,4870.23,33850.33,5108753494910916,8687
532,532,532,532,532,532,532,532,532,Harper Merveille,340,Atwood,,-26662565000,67324.54,1678.36,5108750235336443,5267
533,533,533,533,533,533,533,533,533,Tatiana Corrin,14142,Laurel,,-462413153000,76256.79,46089.95,5048374124204233,2618
534,534,534,534,534,534,534,534,534,Freedman Folomin,4,Bobwhite,,1180847530000,20690.81,9056.65,5048372266614136,5907
535,535,535,535,535,535,535,535,535,Cozmo Mattiacci,15299,Springview,,-45470763000,31701.38,68923.37,5108754943463994,7513
536,536,536,536,536,536,536,536,536,Niall Petrazzi,8967,John Wall,649792,1508812318000,97074.09,65999.16,5048376636675438,7221
537,537,537,537,537,537,537,537,537,Marlin Keetch,4,Brentwood,,141426467000,98117.43,91909.77,5108757480181473,5225
538,538,538,538,538,538,538,538,538,Cate Ashfield,8852,Glendale,,1160883206000,4304.67,48261.82,5048379954544244,9306
539,539,539,539,539,539,539,539,539,Norean Haggus,9,Saint Paul,44880-000,930147338000,93196.51,13874.06,5108752687175857,6402
540,540,540,540,540,540,540,540,540,Lolita Hawford,76,Loftsgordon,2490-005,887205527000,67662.58,98100.8,5048378084003667,3765
541,541,541,541,541,541,541,541,541,Sylvia Omar,294,Northwestern,,897409769000,44162.41,96015.01,5108758692502969,8079
542,542,542,542,542,542,542,542,542,Fiona Stringfellow,1676,Shasta,,-512128473000,75688.88,4329.39,5048376352475286,8644
543,543,543,543,543,543,543,543,543,Judd Vickarman,202,Golf,739 51,631974205000,17570.2,49215.45,5048379043601815,1864
544,544,544,544,544,544,544,544,544,Mathian Saffle,8341,Butterfield,,810502808000,55259.6,69154.61,5108756154693086,6033
545,545,545,545,545,545,545,545,545,Onofredo Sitwell,4798,Kropf,,1250346095000,40563.6,67353.98,5108758452535670,8485
546,546,546,546,546,546,546,546,546,Gwendolen Gwillim,0,Sugar,756 06,-490859501000,71518.06,97167.75,5108753025304951,3607
547,547,547,547,547,547,547,547,547,Harmonia Wake,33310,Corry,,679783324000,88308.0,31537.24,5048371209248820,8617
548,548,548,548,548,548,548,548,548,Annabal Epps,1,Heath,,265223442000,56248.6,25738.52,5108751598403713,8910
549,549,549,549,549,549,549,549,549,Conny Ambrozewicz,616,Trailsway,,750277832000,43726.79,13489.07,5048371080301482,7045
550,550,550,550,550,550,550,550,550,Virgie Ower,792,Almo,93907,506734010000,19537.58,46213.28,5048373310720507,9278
551,551,551,551,551,551,551,551,551,Barny Macklin,32473,Summerview,20292 CEDEX,776483018000,82781.01,41796.5,5108751283601910,8356
552,552,552,552,552,552,552,552,552,Ollie Durban,88,Chinook,,1636110460000,78846.21,84316.12,5108750493516959,7682
553,553,553,553,553,553,553,553,553,Tommie Baudains,26,Moulton,122 44,747613157000,88330.85,46984.94,5048375734980880,3536
554,554,554,554,554,554,554,554,554,Marcile Deener,373,Hudson,,314114800000,25215.63,50374.79,5108755872375869,6803
555,555,555,555,555,555,555,555,555,Honoria Massimi,6490,Drewry,,853732858000,4767.73,75979.14,5108753977944028,3672
556,556,556,556,556,556,556,556,556,Karoline Gormally,289,Tennyson,,1212725521000,43624.89,40561.12,5048378954454784,9701
557,557,557,557,557,557,557,557,557,Davey Allchorn,478,Kingsford,,-75548190000,70775.73,77546.29,5108752012140717,5247
558,558,558,558,558,558,558,558,558,Even Woodley,9407,Graceland,,134906123000,20189.78,6951.41,5108755691935265,1995
559,559,559,559,559,559,559,559,559,Eben Picken,95103,Red Cloud,,1052132687000,88243.48,56799.92,5048370565416617,1838
560,560,560,560,560,560,560,560,560,Tome Blencoe,11879,Dahle,606525,1131691838000,34522.22,53670.91,5048374586983662,4712
561,561,561,561,561,561,561,561,561,Georges Garza,0,Mosinee,17009,404072301000,92546.27,80164.14,5108756313496082,8692
562,562,562,562,562,562,562,562,562,Tomkin Shear,6,Bultman,341 84,-355136601000,61835.21,57245.31,5108754309360271,5150
563,563,563,563,563,563,563,563,563,Yevette Beatty,24,Shasta,140231,-218829079000,81200.57,36734.11,5048376672202675,8319
564,564,564,564,564,564,564,564,564,Brandice Duggon,789,Burrows,2815,-558948791000,84436.47,39330.53,5048372677051761,5739
565,565,565,565,565,565,565,565,565,Florrie Pardy,4,Stoughton,46140,-27816564000,21516.56,66929.21,5048377256492310,3718
566,566,566,566,566,566,566,566,566,Rochell Beacon,5,Florence,,1179185877000,20336.7,25530.24,5108757216946546,5760
567,567,567,567,567,567,567,567,567,Leonid Galton,3694,Mallard,238346,-83408388000,44426.31,57545.47,5048379870591162,1004
568,568,568,568,568,568,568,568,568,Kippar Shoute,62754,Talmadge,,-76427307000,34776.15,77258.54,5108755630333986,6948
569,569,569,569,569,569,569,569,569,Amalea Duerdin,95,Dwight,,1392187371000,37432.56,26295.04,5048374894727892,8401
570,570,570,570,570,570,570,570,570,Kara-lynn Coweuppe,18626,Ryan,,397877234000,59798.19,60270.56,5048376338820324,3462
571,571,571,571,571,571,571,571,571,Kelvin Snaddin,6560,Old Shore,30104 CEDEX,1520040945000,17172.24,32851.54,5048376716388902,5211
572,572,572,572,572,572,572,572,572,Imojean Travis,24,Maryland,,844722557000,98538.58,5580.95,5048371166486967,6138
573,573,573,573,573,573,573,573,573,Harrietta Bedbury,5,Ridgeway,58501,265710849000,64334.66,45551.35,5048374065265326,4732
574,574,574,574,574,574,574,574,574,Amandie Maasze,7686,Valley Edge,,432213271000,85565.72,16383.77,5108751483862627,3002
575,575,575,575,575,575,575,575,575,Baldwin Houtby,2,Esker,783 72,604838484000,34262.8,36809.02,5048377054736702,2348
576,576,576,576,576,576,576,576,576,Ollie MacKibbon,983,Havey,,1447345577000,57449.27,12087.29,5108750671827715,9554
577,577,577,577,577,577,577,577,577,Timmie Hallowes,111,Cody,4990-600,1569780081000,8639.23,23967.86,5108756580945860,8893
578,578,578,578,578,578,578,578,578,Earlie Parr,60,Brickson Park,87250-000,-59722609000,63340.6,50124.75,5108752366533731,6758
579,579,579,579,579,579,579,579,579,Gawain Kenwrick,8,Crowley,58100-000,278957941000,22322.6,34622.41,5108758477427523,1570
580,580,580,580,580,580,580,580,580,Corine Dack,90,Atwood,,1389678308000,58624.31,81615.31,5048371345115719,1761
581,581,581,581,581,581,581,581,581,Ellwood Schiesterl,1078,Marquette,,38405744000,19361.2,28682.05,5048373809537750,1721
582,582,582,582,582,582,582,582,582,Whittaker Slany,20482,Killdeer,45306,-4371794000,52527.3,73014.21,5048371282196219,2353
583,583,583,583,583,583,583,583,583,Evyn Mathan,12289,Oak,60006 CEDEX,-100815960000,57196.18,42229.82,5048373997257443,3373
584,584,584,584,584,584,584,584,584,Harriette Aspel,7250,Garrison,111721,1233042532000,99425.66,24955.67,5048375755722385,9979
585,585,585,585,585,585,585,585,585,Sheffy Rickeard,165,Vera,48-340,-6287546000,99015.09,96499.74,5048377084615025,9357
586,586,586,586,586,586,586,586,586,Rochette Tzarkov,5,Village Green,77193 CEDEX,271560508000,54384.73,33924.46,5048378609043248,7189
587,587,587,587,587,587,587,587,587,Pearle Rowlin,83,6th,3454,-265977379000,17138.06,67669.01,5108750095009387,3835
588,588,588,588,588,588,588,588,588,Melita Lazare,523,Lawn,366602,22700703000,67289.81,1768.11,5108752967251139,8464
589,589,589,589,589,589,589,589,589,Kathie Beavon,64,Green,,-422487550000,78233.74,26383.82,5108752417571383,9541
590,590,590,590,590,590,590,590,590,Mercy McBride,817,Maple Wood,,1492280078000,65756.7,43336.23,5048379741707906,5310
591,591,591,591,591,591,591,591,591,Libby Denness,32508,Armistice,,-211899200000,49723.27,20020.1,5108755599007019,9242
592,592,592,592,592,592,592,592,592,Wallis Ralton,348,Utah,,200082865000,69974.82,89519.96,5048379161121992,5348
593,593,593,593,593,593,593,593,593,Trefor Burleigh,8,Roth,,-185620471000,99768.65,50400.19,5048372847205156,3764
594,594,594,594,594,594,594,594,594,Dolley Borgnol,7,Anthes,601808,311522617000,17267.29,87100.62,5048374313744247,6189
595,595,595,595,595,595,595,595,595,Baron Lazer,55146,Thackeray,6005,1198427277000,77382.95,47145.72,5048379253338942,1651
596,596,596,596,596,596,596,596,596,Rosaleen Cufflin,49,Loomis,,1318636874000,30123.11,65545.65,5108753240521561,6554
597,597,597,597,597,597,597,597,597,Egor Merrill,873,Golf View,,-132350879000,63142.66,74046.91,5108754141112799,2482
598,598,598,598,598,598,598,598,598,Tildie Fowden,579,Hollow Ridge,,1388407736000,85025.45,28689.25,5048375647973881,8906
599,599,599,599,599,599,599,599,599,Etheline Mowat,9633,Clarendon,353356,15092686000,99155.29,48611.3,5048375501162944,2071
600,600,600,600,600,600,600,600,600,Kelsey Labes,2434,Tennessee,386-0404,286997857000,93989.85,47192.57,5048379148586077,4433
601,601,601,601,601,601,601,601,601,Bili Uden,2,Tomscot,,1639985905000,48468.68,29290.64,5108755877456995,2090
602,602,602,602,602,602,602,602,602,Brandi Bandey,32,Bultman,,1371979412000,676.47,21845.2,5048376403207597,5760
603,603,603,603,603,603,603,603,603,Thorn Radclyffe,1,Anniversary,3318,1451850574000,21736.15,74364.34,5108750639449222,1372
604,604,604,604,604,604,604,604,604,Alwyn Tratton,43482,Everett,38-411,-2505260000,85545.84,43426.79,5108756227688402,8557
605,605,605,605,605,605,605,605,605,Davy Knatt,39591,Novick,,275367046000,15931.86,13439.08,5048378035231953,7650
606,606,606,606,606,606,606,606,606,Chelsea Malbon,90056,Riverside,29755,283040166000,37315.16,68476.63,5048371824944662,6124
607,607,607,607,607,607,607,607,607,Katey Hurren,81656,Blue Bill Park,5609,1218767117000,91138.58,24273.08,5108759362954613,9488
608,608,608,608,608,608,608,608,608,Ludvig Brittin,3,Tony,9073,1272619517000,82974.57,45510.93,5048371102327523,6934
609,609,609,609,609,609,609,609,609,Kennith Ivanishin,44,Autumn Leaf,,727027776000,46315.55,16005.15,5048376876004299,8363
610,610,610,610,610,610,610,610,610,Lela Reiach,27458,Eagle Crest,,-173430256000,18575.91,23657.87,5108756717525619,4643
611,611,611,611,611,611,611,611,611,Ryan Yonge,3,Logan,655752,1137997893000,21234.4,56299.64,5048377184340821,8136
612,612,612,612,612,612,612,612,612,Gabie Carden,63,Rigney,614524,1206240662000,29621.18,7711.69,5108759282171181,6412
613,613,613,613,613,613,613,613,613,Zed Ripon,30,Truax,,959146878000,42556.62,53500.15,5048370643675341,7203
614,614,614,614,614,614,614,614,614,Jaimie Radbourn,894,Maywood,88385-000,340726890000,53024.89,63128.38,5108752997573684,7504
615,615,615,615,615,615,615,615,615,Orton Coppins,51236,Havey,91049 CEDEX,668817168000,43871.54,15351.56,5048378993089328,2050
616,616,616,616,616,616,616,616,616,Karina Heathcoat,45,Monterey,84-353,-401297084000,85.06,97193.79,5108754683541843,9487
617,617,617,617,617,617,617,617,617,Dolorita Winny,6,Schlimgen,,-154110210000,1555.72,14124.41,5108756680211254,3750
618,618,618,618,618,618,618,618,618,Emilia Poltun,57143,Graedel,252 46,1311205985000,68026.83,46761.53,5048374322533078,7476
619,619,619,619,619,619,619,619,619,Bette Rosewall,529,Veith,,1254546104000,11819.25,43017.96,5108751865201121,7837
620,620,620,620,620,620,620,620,620,Lenora Clemenson,5203,Iowa,,1195034967000,15043.62,84453.77,5048370899661037,1138
621,621,621,621,621,621,621,621,621,Tilly Manley,24,Rockefeller,,-191831599000,96542.65,64623.43,5108753470067236,5836
622,622,622,622,622,622,622,622,622,Sonnie Kording,5,Kinsman,,1369023540000,4353.22,53327.59,5108752927900403,2093
623,623,623,623,623,623,623,623,623,Kai Arnell,8,Hollow Ridge,42-293,747914182000,1915.69,37855.89,5048378651314083,3140
624,624,624,624,624,624,624,624,624,Lindsey Beernaert,769,Cardinal,,-196606355000,30511.92,35450.62,5108757835206264,8846
625,625,625,625,625,625,625,625,625,Hetty Kelly,0,Upham,,180892051000,80773.7,75924.33,5048371848637730,1422
626,626,626,626,626,626,626,626,626,Myer Coopper,32815,Eggendart,,1511511929000,37290.99,93909.33,5048373132042940,3971
627,627,627,627,627,627,627,627,627,Benedicta Edghinn,3,Washington,,-574615637000,57639.68,5435.26,5108751344874662,7967
628,628,628,628,628,628,628,628,628,Babb Yuill,71639,Londonderry,,796444804000,84468.38,74716.57,5108753947972158,7813
629,629,629,629,629,629,629,629,629,Lolita Behling,7277,Transport,740,-261977982000,1881.96,28737.18,5048374988700847,9122
630,630,630,630,630,630,630,630,630,Sophronia Bertwistle,6,Paget,4830-264,900712333000,53333.93,98325.54,5048377305311685,3951
631,631,631,631,631,631,631,631,631,Puff MacGuigan,93388,Brickson Park,,656073532000,91840.57,21797.98,5108752704728522,9147
632,632,632,632,632,632,632,632,632,Seana Lonergan,5864,Parkside,251017,888734883000,94115.89,41228.22,5108750643426919,1034
633,633,633,633,633,633,633,633,633,Lisha Geffinger,725,Hauk,,-98381711000,7935.99,72670.9,5108752103298788,4827
634,634,634,634,634,634,634,634,634,Alfie Gowthrop,4,Laurel,,-308370682000,19666.28,75187.45,5108753813598574,7268
635,635,635,635,635,635,635,635,635,Grace Bleas,0,Schmedeman,,-208952219000,20206.97,36684.42,5048377679277892,4481
636,636,636,636,636,636,636,636,636,Gerik Rider,60224,Upham,,1556513021000,1669.53,65675.5,5048379658829248,1512
637,637,637,637,637,637,637,637,637,Brooks Wackly,86898,Golden Leaf,628251,1102531970000,94267.94,97564.09,5108752136182520,9120
638,638,638,638,638,638,638,638,638,Brok McPhail,4,Warbler,,-603640105000,90328.78,27622.63,5048371786034189,3665
639,639,639,639,639,639,639,639,639,Laney Rawsen,9,Wayridge,68239,606176160000,57296.13,50053.0,5048377166404983,6297
640,640,640,640,640,640,640,640,640,Brew Ruddiforth,442,1st,10160,1326611825000,89081.62,69629.79,5048377375817181,5420
641,641,641,641,641,641,641,641,641,Ilaire Hobson,230,Armistice,,1196274366000,741.92,13909.41,5108750473839066,7839
642,642,642,642,642,642,642,642,642,Christoper Storch,7616,Pankratz,346516,445505387000,39041.57,43924.78,5048376230520238,2487
643,643,643,643,643,643,643,643,643,Peder Birden,99,Talmadge,422338,46908656000,212.37,43082.01,5048376825631424,8593
644,644,644,644,644,644,644,644,644,Debor Beach,6,2nd,,442815317000,48152.21,42007.72,5048373869621239,4549
645,645,645,645,645,645,645,645,645,Alis Woolmore,1428,Oriole,,360946499000,59304.47,75094.41,5108750018005363,1873
646,646,646,646,646,646,646,646,646,Rodi D'Onise,4588,Calypso,,889848381000,18223.16,11751.11,5048376078655971,1121
647,647,647,647,647,647,647,647,647,Carmen Pyburn,71,Kenwood,7005-724,71395532000,90990.36,78992.35,5048376724040388,2422
648,648,648,648,648,648,648,648,648,Wendell Colum,30,Moose,,400972066000,91468.9,59032.02,5108750757315361,3818
649,649,649,649,649,649,649,649,649,Eleni Rawll,79,Coolidge,142817,51058419000,1847.98,18042.39,5108750600174924,4919
650,650,650,650,650,650,650,650,650,Tremayne Botha,16,Springs,,-115571159000,19268.79,31358.73,5048377433861908,1089
651,651,651,651,651,651,651,651,651,Garreth Marshfield,949,Magdeline,,330535241000,57501.47,44030.34,5108756985188546,6174
652,652,652,652,652,652,652,652,652,Evin Piesold,4198,Daystar,93154 CEDEX,1237949437000,90320.2,22650.38,5108755537926098,6321
653,653,653,653,653,653,653,653,653,Estele Flockhart,3489,Monument,,-86956860000,49596.95,60193.2,5108755408088747,3845
654,654,654,654,654,654,654,654,654,Hyacinthia Ondricek,804,Waywood,9025,-473551809000,24467.39,32330.26,5108757719583440,4979
655,655,655,655,655,655,655,655,655,Sherlock Fellon,8,Hanover,06004,-399149632000,10745.83,38493.84,5108755809183659,7876
656,656,656,656,656,656,656,656,656,Alfy Garley,9,Bartillon,,502856709000,6168.04,53032.37,5108759586651268,7403
657,657,657,657,657,657,657,657,657,Jeni Sango,26096,Brickson Park,14058 CEDEX 4,-58959020000,52875.28,41795.41,5108751751332766,9962
